focus_variance_of_laplacian,noise_mad_sigma,contrast_spread,entropy,filename,magnification,scope,tile_row,tile_col,tile_top_px,tile_left_px,tile_height_px,tile_width_px,illumination_level,illumination_range_frac,illumination_flag
0.08006852074557383,0.021183323115110397,0.6159932333976029,22.614561875190176,62990661-C-100X.JPG,100,image,-1,-1,0,0,2304,3456,0.3562941551208496,0.11520060151815414,True
0.04068852610995355,0.014529615640640259,0.5345214191824197,17.98757055754653,62990661-C-100X.JPG,100,tile,0,0,0,0,512,512,0.32364803552627563,0.05240563675761223,False
0.057362893483857216,0.01719638518989086,0.5803853802382944,17.98903929057116,62990661-C-100X.JPG,100,tile,0,1,0,512,512,512,0.33324041962623596,0.018861619755625725,False
0.07333213648332572,0.020158443599939346,0.5823227159678934,17.98887619361871,62990661-C-100X.JPG,100,tile,0,2,0,1024,512,512,0.33229413628578186,0.02509041503071785,False
0.08540061022473365,0.021482422947883606,0.6047555025666951,17.988413680219598,62990661-C-100X.JPG,100,tile,0,3,0,1536,512,512,0.3468758165836334,0.040706049650907516,False
0.09339261379423339,0.02354883961379528,0.6358801815658806,17.988879933738616,62990661-C-100X.JPG,100,tile,0,4,0,2048,512,512,0.3616548180580139,0.027882304042577744,False
0.07033351564255294,0.019369719550013542,0.6500266103073954,17.988757002973504,62990661-C-100X.JPG,100,tile,0,5,0,2560,512,512,0.3703646659851074,0.03292042389512062,False
0.055722331742442816,0.017752215266227722,0.6363825406879186,17.576581486532977,62990661-C-100X.JPG,100,tile,0,6,0,3072,512,384,0.35200974345207214,0.09552361071109772,False
0.07095922349547829,0.018577992916107178,0.5898304637521504,17.98958486685751,62990661-C-100X.JPG,100,tile,1,0,512,0,512,512,0.3426637649536133,0.024728065356612206,False
0.07817051647721435,0.021210061386227608,0.5647676456719636,17.989129982852923,62990661-C-100X.JPG,100,tile,1,1,512,512,512,512,0.33781495690345764,0.024714959785342216,False
0.07203833374736035,0.0200484748929739,0.5324568137526513,17.988959256505947,62990661-C-100X.JPG,100,tile,1,2,512,1024,512,512,0.3278539478778839,0.016732949763536453,False
0.09395166155128758,0.023717140778899193,0.5484186366200445,17.987698387193607,62990661-C-100X.JPG,100,tile,1,3,512,1536,512,512,0.3356625437736511,0.03171578422188759,False
0.10381559784002051,0.024638976901769638,0.6100504998117685,17.988213445901835,62990661-C-100X.JPG,100,tile,1,4,512,2048,512,512,0.3610648512840271,0.036346435546875,False
0.08471543119675037,0.022112546488642693,0.6327185483649372,17.988164789867355,62990661-C-100X.JPG,100,tile,1,5,512,2560,512,512,0.3765772581100464,0.008158626034855843,False
0.057222383993684824,0.01776249334216118,0.6086256135255098,17.575863076740404,62990661-C-100X.JPG,100,tile,1,6,512,3072,512,384,0.35999441146850586,0.036213986575603485,False
